Date,Open,High,Low,Close,Adj Close,Volume
2022-11-22,2580.000000,2609.000000,2561.000000,2606.199951,2588.944824,912070
2022-11-23,2614.949951,2632.500000,2590.800049,2601.750000,2584.524414,992873
2022-11-24,2611.000000,2618.300049,2592.500000,2610.199951,2592.918457,752066
2022-11-25,2620.000000,2620.000000,2586.000000,2595.399902,2578.216309,633047
2022-11-28,2584.399902,2608.500000,2579.000000,2592.250000,2575.087158,665149
2022-11-29,2597.149902,2640.000000,2595.050049,2613.750000,2596.444824,866621
2022-11-30,2613.750000,2665.000000,2604.199951,2653.000000,2635.435059,1569918
2022-12-01,2662.000000,2665.000000,2630.000000,2638.699951,2621.229736,539844
2022-12-02,2648.000000,2651.399902,2605.000000,2617.899902,2600.567383,731396
2022-12-05,2629.000000,2629.949951,2589.250000,2615.649902,2598.332275,747114
2022-12-06,2619.800049,2624.000000,2591.300049,2617.000000,2599.673340,706596
2022-12-07,2616.300049,2623.750000,2586.699951,2596.850098,2579.656738,712914
2022-12-08,2596.850098,2613.899902,2578.750000,2583.500000,2566.395264,648288
2022-12-09,2597.000000,2629.899902,2567.949951,2615.449951,2598.133545,935047
2022-12-12,2613.500000,2613.500000,2571.000000,2584.649902,2567.537598,726330
2022-12-13,2597.399902,2600.000000,2565.000000,2575.899902,2558.845459,832740
2022-12-14,2574.850098,2596.000000,2571.149902,2591.100098,2573.944824,767737
2022-12-15,2585.000000,2588.649902,2514.550049,2522.699951,2505.997559,1225728
2022-12-16,2500.000000,2520.000000,2480.000000,2482.850098,2466.411621,1177053
2022-12-19,2483.199951,2525.250000,2468.699951,2521.800049,2505.103760,572224
2022-12-20,2516.800049,2517.600098,2482.100098,2508.149902,2491.543945,597902
2022-12-21,2515.000000,2528.000000,2481.000000,2489.600098,2473.116943,519326
2022-12-22,2491.800049,2509.199951,2465.000000,2483.000000,2466.560547,557608
2022-12-23,2467.649902,2505.000000,2455.000000,2483.050049,2466.610352,1310439
2022-12-26,2487.750000,2512.399902,2470.250000,2481.100098,2464.673340,1076808
2022-12-27,2498.000000,2519.899902,2485.600098,2503.550049,2486.974609,791283
2022-12-28,2502.800049,2596.000000,2497.500000,2580.149902,2563.067139,2443430
2022-12-29,2555.000000,2588.850098,2542.199951,2553.250000,2536.345459,1583143
2022-12-30,2564.000000,2610.000000,2553.050049,2597.500000,2580.302490,1057182
2023-01-02,2607.000000,2616.000000,2556.800049,2565.750000,2548.762695,697408
2023-01-03,2568.000000,2619.000000,2555.050049,2613.600098,2596.295898,852511
2023-01-04,2618.800049,2626.250000,2585.600098,2597.550049,2580.352051,832054
2023-01-05,2591.000000,2620.000000,2543.649902,2562.100098,2545.136963,1544601
2023-01-06,2560.000000,2584.399902,2517.000000,2538.100098,2521.295898,879019
2023-01-09,2529.949951,2529.949951,2467.800049,2484.649902,2468.199707,2324487
2023-01-10,2495.000000,2498.699951,2456.000000,2468.199951,2451.858398,948787
2023-01-11,2473.000000,2488.600098,2431.000000,2437.399902,2421.262451,1000412
2023-01-12,2450.000000,2475.000000,2432.000000,2446.600098,2430.401611,874520
2023-01-13,2456.899902,2456.899902,2400.000000,2417.199951,2401.196289,1416869
2023-01-16,2428.000000,2434.800049,2392.000000,2405.850098,2389.921387,737012
2023-01-17,2405.000000,2417.899902,2386.000000,2407.949951,2392.007324,926137
2023-01-18,2418.000000,2429.850098,2412.800049,2424.100098,2408.050781,601233
2023-01-19,2392.500000,2411.800049,2367.199951,2385.050049,2369.259033,1116874
2023-01-20,2389.949951,2396.949951,2353.000000,2371.300049,2355.600098,1229902
2023-01-23,2383.949951,2384.300049,2355.600098,2364.699951,2349.043701,932554
2023-01-24,2372.500000,2390.600098,2364.000000,2370.750000,2355.053711,714000
2023-01-25,2370.000000,2370.000000,2333.550049,2356.600098,2340.997314,650664
2023-01-27,2368.399902,2368.399902,2302.600098,2331.250000,2315.815430,1238620
2023-01-30,2332.000000,2342.850098,2287.050049,2335.550049,2320.086914,1401847
2023-01-31,2347.000000,2386.449951,2335.649902,2377.149902,2361.411377,1252600
2023-02-01,2408.550049,2409.800049,2300.050049,2345.899902,2330.368164,1521514
2023-02-02,2341.050049,2385.000000,2269.600098,2308.100098,2292.818604,1788381
2023-02-03,2320.100098,2470.000000,2320.100098,2463.100098,2446.792480,3693638
2023-02-06,2474.850098,2479.949951,2447.600098,2458.000000,2441.726074,1049075
2023-02-07,2456.300049,2459.750000,2432.100098,2446.899902,2430.699463,563195
2023-02-08,2447.000000,2480.000000,2447.000000,2466.750000,2450.417969,539085
2023-02-09,2467.000000,2475.649902,2451.600098,2462.550049,2446.246094,464715
2023-02-10,2452.000000,2472.000000,2442.050049,2468.500000,2452.156494,597337
2023-02-13,2480.000000,2523.949951,2476.149902,2519.050049,2502.372070,1856317
2023-02-14,2528.949951,2528.949951,2480.000000,2506.899902,2490.302246,843477
2023-02-15,2503.449951,2528.250000,2483.300049,2524.300049,2507.587158,707224
2023-02-16,2530.000000,2545.649902,2518.100098,2522.399902,2505.699463,704946
2023-02-17,2515.000000,2545.850098,2496.000000,2500.300049,2483.746094,607239
2023-02-20,2500.000000,2507.250000,2466.300049,2474.149902,2457.769043,460090
2023-02-21,2485.949951,2485.949951,2450.500000,2463.600098,2447.289063,750272
2023-02-22,2451.949951,2462.800049,2414.399902,2431.550049,2415.451172,1098118
2023-02-23,2432.500000,2432.500000,2380.000000,2394.500000,2378.646484,1602078
2023-02-24,2400.000000,2413.750000,2377.949951,2399.100098,2383.216064,1145691
2023-02-27,2399.100098,2412.000000,2373.600098,2401.000000,2385.103516,862629
2023-02-28,2401.100098,2425.000000,2363.600098,2372.800049,2357.090088,1430349
2023-03-01,2370.000000,2396.050049,2366.350098,2382.399902,2366.626465,479935
2023-03-02,2382.350098,2394.300049,2351.750000,2358.949951,2343.331787,529609
2023-03-03,2370.000000,2402.000000,2358.300049,2396.100098,2380.236084,710845
2023-03-06,2412.550049,2426.399902,2392.600098,2403.449951,2387.537354,682556
2023-03-08,2396.399902,2401.199951,2372.250000,2397.100098,2381.229492,858496
2023-03-09,2400.800049,2407.949951,2365.000000,2368.250000,2352.570313,601071
2023-03-10,2354.850098,2379.949951,2338.000000,2375.500000,2359.772217,543004
2023-03-13,2372.750000,2376.949951,2321.000000,2332.000000,2316.560303,631722
2023-03-14,2336.949951,2391.850098,2328.850098,2355.600098,2340.004150,1470817
2023-03-15,2380.000000,2413.850098,2379.949951,2399.100098,2383.216064,1656307
2023-03-16,2413.500000,2482.000000,2413.000000,2450.350098,2434.126709,2317115
2023-03-17,2467.149902,2474.000000,2447.399902,2455.649902,2439.391357,1625905
2023-03-20,2462.000000,2474.949951,2441.550049,2459.949951,2443.663086,918922
2023-03-21,2475.000000,2521.550049,2468.050049,2514.050049,2497.405029,1652107
2023-03-22,2517.949951,2524.000000,2495.000000,2508.149902,2491.543945,754732
2023-03-23,2510.000000,2528.000000,2494.050049,2519.050049,2502.372070,610778
2023-03-24,2516.800049,2519.699951,2474.949951,2493.350098,2476.842285,838919
2023-03-27,2480.000000,2510.000000,2466.800049,2494.399902,2477.885010,728727
2023-03-28,2502.899902,2507.149902,2493.899902,2500.300049,2483.746094,599191
2023-03-29,2500.300049,2525.000000,2494.000000,2515.050049,2498.398193,710603
2023-03-31,2526.949951,2536.750000,2500.000000,2514.899902,2498.249023,848456
2023-04-03,2525.899902,2544.649902,2513.300049,2537.399902,2520.600342,701713
2023-04-05,2560.000000,2581.500000,2550.100098,2572.699951,2555.666748,1438377
2023-04-06,2583.000000,2584.000000,2545.000000,2548.449951,2531.577148,1192271
2023-04-10,2568.000000,2602.000000,2561.050049,2583.699951,2566.593750,1497452
2023-04-11,2583.699951,2603.500000,2576.000000,2580.050049,2562.968018,820568
2023-04-12,2580.050049,2593.449951,2564.149902,2587.899902,2570.765869,553807
2023-04-13,2588.000000,2599.949951,2577.300049,2585.649902,2568.531006,481459
2023-04-17,2600.000000,2612.250000,2582.300049,2605.600098,2588.349121,1044487
2023-04-18,2603.050049,2607.649902,2560.100098,2577.699951,2560.633545,674756
2023-04-19,2580.050049,2595.949951,2562.000000,2569.300049,2552.289307,687292
2023-04-20,2577.649902,2619.000000,2570.500000,2579.250000,2562.173340,995472
2023-04-21,2593.600098,2594.550049,2559.250000,2568.300049,2551.295898,409932
2023-04-24,2571.100098,2636.399902,2570.000000,2629.550049,2612.140381,1026391
2023-04-25,2634.850098,2637.000000,2614.949951,2633.199951,2615.766113,630987
2023-04-26,2633.000000,2647.649902,2625.649902,2641.000000,2623.514404,631279
2023-04-27,2641.000000,2674.000000,2631.500000,2663.449951,2645.815674,620037
2023-04-28,2672.449951,2679.300049,2619.500000,2641.850098,2624.358887,1567472
2023-05-02,2657.000000,2674.000000,2633.399902,2663.850098,2646.213135,726439
2023-05-03,2675.000000,2679.500000,2643.100098,2654.050049,2636.478271,808211
2023-05-04,2679.699951,2694.250000,2656.550049,2670.399902,2652.719727,1936641
2023-05-05,2670.600098,2766.000000,2666.300049,2732.899902,2714.805908,2190777
2023-05-08,2732.949951,2770.000000,2732.899902,2751.250000,2733.034424,848638
2023-05-09,2753.300049,2790.000000,2738.449951,2748.399902,2730.203369,893686
2023-05-10,2760.000000,2767.699951,2736.199951,2745.449951,2727.272949,522149
2023-05-11,2758.000000,2765.000000,2744.050049,2757.850098,2739.591064,621067
2023-05-12,2760.800049,2784.500000,2756.850098,2773.199951,2754.839111,705516
2023-05-15,2774.000000,2802.100098,2764.250000,2779.550049,2761.147217,772914
2023-05-16,2785.000000,2800.800049,2774.550049,2790.250000,2771.776367,548885
2023-05-17,2785.000000,2790.000000,2750.050049,2762.399902,2744.110596,539547
2023-05-18,2782.000000,2782.000000,2716.100098,2721.850098,2703.829346,612441
2023-05-19,2719.949951,2719.949951,2683.050049,2701.649902,2683.762695,846419
2023-05-22,2701.600098,2734.000000,2701.100098,2712.550049,2694.590820,559506
2023-05-23,2719.949951,2726.399902,2677.300049,2683.449951,2665.683350,713749
2023-05-24,2675.000000,2722.000000,2670.000000,2707.250000,2689.325928,814553
2023-05-25,2714.449951,2720.000000,2682.000000,2707.949951,2690.021240,651488
2023-05-26,2707.949951,2759.699951,2699.149902,2742.149902,2723.994629,811400
2023-05-29,2745.000000,2821.800049,2745.000000,2812.250000,2793.630615,1107678
2023-05-30,2829.500000,2841.899902,2797.699951,2802.500000,2783.945068,1263691
2023-05-31,2802.500000,2832.100098,2790.100098,2823.250000,2804.557861,1394580
2023-06-01,2823.250000,2837.649902,2814.699951,2827.250000,2808.531494,538550
2023-06-02,2830.000000,2871.000000,2826.449951,2861.649902,2842.703613,1116501
2023-06-05,2875.000000,2875.000000,2840.000000,2855.699951,2836.792725,724102
2023-06-06,2860.949951,2893.000000,2858.300049,2881.449951,2862.372559,1148132
2023-06-07,2895.000000,2910.000000,2870.000000,2906.949951,2887.703369,862821
2023-06-08,2906.899902,2921.850098,2871.050049,2877.000000,2857.952148,560514
2023-06-09,2890.000000,2919.949951,2863.250000,2876.250000,2857.207031,727880
2023-06-12,2884.949951,2885.449951,2833.250000,2852.600098,2833.713379,1112274
2023-06-13,2859.899902,2918.000000,2855.100098,2912.500000,2893.216797,776313
2023-06-14,2920.000000,2928.199951,2897.000000,2907.050049,2887.802979,617700
2023-06-15,2911.050049,2924.649902,2900.000000,2908.000000,2888.746826,564711
2023-06-16,2911.800049,2960.000000,2911.800049,2954.300049,2934.740234,1022389
2023-06-19,2967.000000,3024.399902,2963.350098,2968.600098,2948.945557,1382633
2023-06-20,2972.699951,2986.350098,2948.300049,2974.000000,2954.309814,672298
2023-06-21,2974.000000,2985.000000,2958.149902,2971.100098,2951.428955,509602
2023-06-22,2975.000000,2984.750000,2955.800049,2970.250000,2950.584473,496441
2023-06-23,2972.500000,2981.000000,2932.000000,2939.149902,2919.690430,869340
2023-06-26,2940.000000,2981.000000,2940.000000,2972.600098,2963.000244,839713
2023-06-27,2973.000000,2989.199951,2940.699951,2975.699951,2966.090088,913730
2023-06-28,2975.699951,2975.699951,2975.699951,2975.699951,2966.090088,0
2023-06-30,3046.000000,3067.949951,3029.149902,3047.649902,3037.807617,946112
2023-07-03,3050.100098,3054.000000,3026.300049,3038.300049,3028.488037,429100
2023-07-04,3041.500000,3090.000000,3039.000000,3074.649902,3064.720459,1291238
2023-07-05,3075.000000,3113.899902,3063.000000,3099.850098,3089.839355,643663
2023-07-06,3100.000000,3111.850098,3081.399902,3106.399902,3096.367920,976956
2023-07-07,3140.000000,3210.000000,3126.399902,3144.000000,3133.846680,3630808
2023-07-10,3155.000000,3155.000000,3030.250000,3045.550049,3035.714600,1777220
2023-07-11,3062.850098,3098.000000,3044.800049,3087.600098,3077.628906,1141925
2023-07-12,3114.000000,3124.000000,3087.649902,3096.500000,3086.500000,1300168
2023-07-13,3113.949951,3114.600098,3079.300049,3084.750000,3084.750000,932018
2023-07-14,3093.649902,3097.350098,3042.600098,3055.550049,3055.550049,721349
2023-07-17,3070.000000,3072.949951,3020.000000,3033.449951,3033.449951,866575
2023-07-18,3033.449951,3039.949951,2963.399902,2996.449951,2996.449951,1359863
2023-07-19,3010.100098,3017.399902,2985.050049,2995.649902,2995.649902,568891
2023-07-20,3002.250000,3016.600098,2966.000000,2989.300049,2989.300049,1021556
2023-07-21,2990.750000,3005.000000,2970.000000,2976.300049,2976.300049,599594
2023-07-24,2978.000000,2992.899902,2951.250000,2979.199951,2979.199951,523141
2023-07-25,2980.000000,3032.899902,2972.750000,3029.000000,3029.000000,874788
2023-07-26,3044.899902,3044.899902,2995.000000,3008.350098,3008.350098,588487
2023-07-27,3013.949951,3024.100098,2983.649902,3002.100098,3002.100098,595544
2023-07-28,3008.149902,3010.000000,2951.699951,2987.000000,2987.000000,837051
2023-07-31,2950.000000,3017.949951,2950.000000,3004.050049,3004.050049,656048
2023-08-01,3024.850098,3027.500000,2987.699951,3001.899902,3001.899902,602288
2023-08-02,3005.649902,3005.699951,2960.000000,2977.149902,2977.149902,1152335
2023-08-03,2937.949951,2986.949951,2883.000000,2902.100098,2902.100098,3319847
2023-08-04,2919.949951,2935.800049,2898.000000,2904.399902,2904.399902,709334
2023-08-07,2919.949951,2919.949951,2882.449951,2904.600098,2904.600098,580359
2023-08-08,2918.000000,2932.000000,2904.600098,2921.250000,2921.250000,474417
2023-08-09,2924.000000,2962.000000,2918.149902,2955.899902,2955.899902,600081
2023-08-10,2958.000000,2995.500000,2917.000000,2988.550049,2988.550049,970990
2023-08-11,2988.500000,3067.449951,2980.000000,3017.250000,3017.250000,1823274
2023-08-14,3020.350098,3020.350098,2988.350098,3010.649902,3010.649902,542561
2023-08-16,3005.000000,3015.899902,2978.050049,3011.100098,3011.100098,544441
2023-08-17,3018.000000,3079.449951,3012.000000,3071.750000,3071.750000,1699758
2023-08-18,3070.600098,3079.500000,3035.000000,3050.449951,3050.449951,860782
2023-08-21,3051.000000,3082.500000,3050.000000,3078.300049,3078.300049,706621
2023-08-22,3084.949951,3091.000000,3040.100098,3075.600098,3075.600098,714220
2023-08-23,3075.600098,3085.000000,3056.300049,3070.000000,3070.000000,602197
2023-08-24,3075.699951,3099.899902,3056.250000,3061.199951,3061.199951,618626
2023-08-25,3055.000000,3074.750000,3037.550049,3067.199951,3067.199951,648003
2023-08-28,3074.000000,3079.949951,3040.699951,3048.550049,3048.550049,471698
2023-08-29,3051.949951,3090.000000,3044.000000,3066.149902,3066.149902,397843
